83116,Colonia Miguel Ángel Jiménez,Hermosillo,Sonora,Urbano
83116,Colonia Francisco Romero,Hermosillo,Sonora,Urbano
83116,Colonia Antorcha Campesina (Invasión),Hermosillo,Sonora,Urbano
83117,Colonia Miguel Hidalgo,Hermosillo,Sonora,Urbano
83117,Fraccionamiento Alondras Residencial,Hermosillo,Sonora,Urbano
83117,Fraccionamiento Monarca Residencial,Hermosillo,Sonora,Urbano
83117,Colonia Villa Bonita,Hermosillo,Sonora,Urbano
83117,Fraccionamiento Villas de San Lorenzo,Hermosillo,Sonora,Urbano
83117,Fraccionamiento El Encanto,Hermosillo,Sonora,Urbano
83117,Fraccionamiento Los Manantiales,Hermosillo,Sonora,Urbano
83117,Fraccionamiento Pilares,Hermosillo,Sonora,Urbano
83117,Colonia Privadas Del Bosque,Hermosillo,Sonora,Urbano
83117,Fraccionamiento Tubac,Hermosillo,Sonora,Urbano
83117,Fraccionamiento Pueblo Bonito,Hermosillo,Sonora,Urbano
83117,Fraccionamiento Pueblo del Oro,Hermosillo,Sonora,Urbano
83117,Colonia Opatas,Hermosillo,Sonora,Urbano
83117,Colonia Cerrada Pimas,Hermosillo,Sonora,Urbano
83117,Fraccionamiento Cerrada Diamante,Hermosillo,Sonora,Urbano
83117,Fraccionamiento Palo Fierro,Hermosillo,Sonora,Urbano
83117,Fraccionamiento Torreplata Residencial,Hermosillo,Sonora,Urbano
83117,Fraccionamiento Romanza Residencial,Hermosillo,Sonora,Urbano
83117,Fraccionamiento Pueblitos Cerrada Kikapu,Hermosillo,Sonora,Urbano
83117,Fraccionamiento Pueblitos Cerrada Kukapu,Hermosillo,Sonora,Urbano
83117,Fraccionamiento Pueblitos Cerrada Papagos,Hermosillo,Sonora,Urbano
83117,Fraccionamiento Pueblitos Cerrada Guajiros,Hermosillo,Sonora,Urbano
83117,Fraccionamiento Privadas del Sauce,Hermosillo,Sonora,Urbano
83117,Fraccionamiento Los Pinos Residencial,Hermosillo,Sonora,Urbano
83117,Fraccionamiento Bicentenario Residencial,Hermosillo,Sonora,Urbano
83117,Fraccionamiento Portal de Romanza Residencial,Hermosillo,Sonora,Urbano
83117,Fraccionamiento Villas de Romanza,Hermosillo,Sonora,Urbano
83117,Colonia Miguel Valencia,Hermosillo,Sonora,Urbano
83118,Fraccionamiento Privadas del Real III Sección,Hermosillo,Sonora,Urbano
83118,Fraccionamiento Privadas del Real Sección Norte,Hermosillo,Sonora,Urbano
83118,Zona industrial Parque Industrial de Hermosillo Norte,Hermosillo,Sonora,Urbano
83118,Fraccionamiento Parque Central,Hermosillo,Sonora,Urbano
83118,Fraccionamiento Natura,Hermosillo,Sonora,Urbano
83118,Fraccionamiento Torralba Residencial,Hermosillo,Sonora,Urbano
83118,Fraccionamiento Privadas del Rey,Hermosillo,Sonora,Urbano
83118,Fraccionamiento Jardín Real Residencial,Hermosillo,Sonora,Urbano
83118,Fraccionamiento Monteregio Residencial,Hermosillo,Sonora,Urbano
83118,Fraccionamiento Arándanos Residencial,Hermosillo,Sonora,Urbano
83118,Fraccionamiento Villa Del Real,Hermosillo,Sonora,Urbano
83118,Fraccionamiento Tumacacori,Hermosillo,Sonora,Urbano
83118,Colonia La Lengueta,Hermosillo,Sonora,Urbano
83118,Zona industrial Miniparque Industrial,Hermosillo,Sonora,Urbano
83118,Colonia Privadas del Real,Hermosillo,Sonora,Urbano
83118,Fraccionamiento Pueblo Alegre,Hermosillo,Sonora,Urbano
83118,Fraccionamiento Pueblo Escondido,Hermosillo,Sonora,Urbano
83118,Colonia Jorge Valdez Muñoz,Hermosillo,Sonora,Urbano
83118,Fraccionamiento Privada San Germán,Hermosillo,Sonora,Urbano
83118,Fraccionamiento Pueblo del Sol,Hermosillo,Sonora,Urbano
83118,Fraccionamiento Villa Verde,Hermosillo,Sonora,Urbano
83118,Fraccionamiento Pueblo del Ángel,Hermosillo,Sonora,Urbano
83118,Fraccionamiento Pueblitos Sección los Álamos,Hermosillo,Sonora,Urbano
83118,Fraccionamiento Villas de Turin,Hermosillo,Sonora,Urbano
83118,Colonia Laura Alicia Frías de López Nogales,Hermosillo,Sonora,Urbano
83118,Fraccionamiento Tierra Nueva,Hermosillo,Sonora,Urbano
83118,Fraccionamiento Casalta Residencial,Hermosillo,Sonora,Urbano
83118,Fraccionamiento Privadas del Real II Sección,Hermosillo,Sonora,Urbano
83118,Fraccionamiento Córdoba Residencial,Hermosillo,Sonora,Urbano
83118,Fraccionamiento Paseos del Pedregal,Hermosillo,Sonora,Urbano
83118,Fraccionamiento Fuente de Piedra,Hermosillo,Sonora,Urbano
83118,Fraccionamiento Puerta del Rey,Hermosillo,Sonora,Urbano
83118,Colonia Los Lingotes,Hermosillo,Sonora,Urbano
83120,Colonia Las Isabeles,Hermosillo,Sonora,Urbano
83120,Colonia Progresista,Hermosillo,Sonora,Urbano
83120,Colonia Unión de Colonos,Hermosillo,Sonora,Urbano
83120,Colonia Machi López,Hermosillo,Sonora,Urbano
83120,Fraccionamiento Misión Del Arco,Hermosillo,Sonora,Urbano
83120,Fraccionamiento Misioneros,Hermosillo,Sonora,Urbano
83120,Fraccionamiento Plaza Real,Hermosillo,Sonora,Urbano
83120,Fraccionamiento Virreyes,Hermosillo,Sonora,Urbano
83120,Colonia H Ayuntamiento,Hermosillo,Sonora,Urbano
83120,Fraccionamiento Los Viñedos,Hermosillo,Sonora,Urbano
83120,Colonia Real del Cardo,Hermosillo,Sonora,Urbano
83125,Colonia Villa Fontana,Hermosillo,Sonora,Urbano
83125,Fraccionamiento Plaza Grande,Hermosillo,Sonora,Urbano
83125,Fraccionamiento Misión San Jerónimo,Hermosillo,Sonora,Urbano
83126,Colonia Conquistadores,Hermosillo,Sonora,Urbano
83126,Colonia Cerro Colorado,Hermosillo,Sonora,Urbano
83126,Colonia Nueva Castilla,Hermosillo,Sonora,Urbano
83128,Colonia San Javier,Hermosillo,Sonora,Urbano
83129,Colonia Las Aves,Hermosillo,Sonora,Urbano
83130,Colonia Libertad,Hermosillo,Sonora,Urbano
83130,Colonia Santa Isabel,Hermosillo,Sonora,Urbano
83136,Colonia Choyal,Hermosillo,Sonora,Urbano
83136,Colonia Puesta del Sol,Hermosillo,Sonora,Urbano
83137,Colonia Las Flores,Hermosillo,Sonora,Urbano
83137,Colonia Cuartel Zona,Hermosillo,Sonora,Urbano
83138,Colonia Luis Encinas,Hermosillo,Sonora,Urbano
83138,Colonia Santa María,Hermosillo,Sonora,Urbano
83138,Fraccionamiento Bella Vista,Hermosillo,Sonora,Urbano
83138,Colonia Sonomex Norte,Hermosillo,Sonora,Urbano
83138,Fraccionamiento Condesa,Hermosillo,Sonora,Urbano
83139,Colonia Isssteson Norte,Hermosillo,Sonora,Urbano
83139,Colonia Las Torres,Hermosillo,Sonora,Urbano
83139,Colonia Reforma Norte,Hermosillo,Sonora,Urbano
83140,Colonia Bugambilia,Hermosillo,Sonora,Urbano
83140,Colonia Jesús García,Hermosillo,Sonora,Urbano
83140,Colonia Los Rosales,Hermosillo,Sonora,Urbano
83140,Fraccionamiento Plaza Inn,Hermosillo,Sonora,Urbano
83143,Fraccionamiento Ibiza Residencial,Hermosillo,Sonora,Urbano
83143,Fraccionamiento Residencial la Cañada,Hermosillo,Sonora,Urbano
83143,Fraccionamiento Cerrada Cucurpe,Hermosillo,Sonora,Urbano
83143,Fraccionamiento Cumbres Residencial,Hermosillo,Sonora,Urbano
83143,Fraccionamiento Cucurpe II,Hermosillo,Sonora,Urbano
83143,Fraccionamiento Privadas Residenciales,Hermosillo,Sonora,Urbano
83144,Colonia Sacramento Residencial,Hermosillo,Sonora,Urbano
83145,Fraccionamiento Colinas,Hermosillo,Sonora,Urbano
83145,Fraccionamiento Catalinas Residencial,Hermosillo,Sonora,Urbano
83145,Zona militar Zona Militar Cuartel XV,Hermosillo,Sonora,Urbano
83145,Fraccionamiento Terrazas Del Mirador,Hermosillo,Sonora,Urbano
83145,Fraccionamiento Santa Lucía,Hermosillo,Sonora,Urbano
83145,Colonia Privada Victoria,Hermosillo,Sonora,Urbano
83145,Fraccionamiento Colinas II,Hermosillo,Sonora,Urbano
83145,Fraccionamiento Vista del Sol Residencial,Hermosillo,Sonora,Urbano
83146,Colonia Los Sabinos,Hermosillo,Sonora,Urbano
83146,Fraccionamiento La Rioja Norte,Hermosillo,Sonora,Urbano
83146,Fraccionamiento La Paloma Residencial I,Hermosillo,Sonora,Urbano
83146,Fraccionamiento Quinta la Paloma,Hermosillo,Sonora,Urbano
83146,Fraccionamiento Puerta de Hierro,Hermosillo,Sonora,Urbano
83146,Fraccionamiento La Paloma Residencial II,Hermosillo,Sonora,Urbano
83146,Fraccionamiento Colinas de San Javier,Hermosillo,Sonora,Urbano
83147,Colonia Cuatro Olivos,Hermosillo,Sonora,Urbano
83147,Fraccionamiento Paseo de las Margaritas,Hermosillo,Sonora,Urbano
83147,Colonia Rosario Ibarra de Piedra,Hermosillo,Sonora,Urbano
83147,Fraccionamiento Sierra Blanca,Hermosillo,Sonora,Urbano
83147,Fraccionamiento Sierra Vista,Hermosillo,Sonora,Urbano
83148,Colonia Bachoco,Hermosillo,Sonora,Urbano
83148,Colonia Colina Blanca,Hermosillo,Sonora,Urbano
83148,Fraccionamiento Residencial Bretaña,Hermosillo,Sonora,Urbano
83148,Colonia El Dorado,Hermosillo,Sonora,Urbano
83148,Fraccionamiento Pueblo Alto Residencial,Hermosillo,Sonora,Urbano
83148,Fraccionamiento La Ventana,Hermosillo,Sonora,Urbano
83148,Colonia Loreto,Hermosillo,Sonora,Urbano
83148,Fraccionamiento Paseo de la Colina,Hermosillo,Sonora,Urbano
83148,Fraccionamiento Villa Toscana Residencial,Hermosillo,Sonora,Urbano
83148,Fraccionamiento Tosali Residencial,Hermosillo,Sonora,Urbano
83149,Colonia Francisco Villa,Hermosillo,Sonora,Urbano
83150,Colonia Constitución,Hermosillo,Sonora,Urbano
83150,Colonia Loma Linda,Hermosillo,Sonora,Urbano
83150,Colonia Pitic,Hermosillo,Sonora,Urbano
83156,Colonia Periodista,Hermosillo,Sonora,Urbano
83156,Colonia Casero Solar,Hermosillo,Sonora,Urbano
83157,Colonia Issste Federal,Hermosillo,Sonora,Urbano
83159,Colonia Lomas Altas,Hermosillo,Sonora,Urbano
83159,Fraccionamiento La Jolla Villa Turquesa,Hermosillo,Sonora,Urbano
83159,Fraccionamiento La Jolla Villa de los Diamantes,Hermosillo,Sonora,Urbano
83159,Fraccionamiento La Jolla Villa de los Zafiros,Hermosillo,Sonora,Urbano
83159,Fraccionamiento La Jolla Villa de las Esmeraldas,Hermosillo,Sonora,Urbano
83159,Fraccionamiento Las Lomas del Pitic,Hermosillo,Sonora,Urbano
83159,Colonia Cuartel Pitic,Hermosillo,Sonora,Urbano
83160,Colonia San Luis,Hermosillo,Sonora,Urbano
83160,Colonia Parque Industrial Pimex,Hermosillo,Sonora,Urbano
83164,Colonia Campestre Residencial,Hermosillo,Sonora,Urbano
83165,Colonia Cuartel XX Café Combate,Hermosillo,Sonora,Urbano
83166,Fraccionamiento Santerra,Hermosillo,Sonora,Urbano
83166,Fraccionamiento Rancho San Ignacio,Hermosillo,Sonora,Urbano
83166,Fraccionamiento Buenaventura,Hermosillo,Sonora,Urbano
83166,Fraccionamiento Hacienda Residencial Condominal,Hermosillo,Sonora,Urbano
83170,Colonia Adolfo López Mateos,Hermosillo,Sonora,Urbano
83170,Colonia Álvaro Obregón,Hermosillo,Sonora,Urbano
83170,Colonia Los Mirasoles,Hermosillo,Sonora,Urbano
83170,Colonia Antonio Parada Cano,Hermosillo,Sonora,Urbano
83170,Colonia 22 de Septiembre,Hermosillo,Sonora,Urbano
83170,Fraccionamiento Nueva España,Hermosillo,Sonora,Urbano
83170,Colonia Privada de los Azulejos,Hermosillo,Sonora,Urbano
83170,Colonia Buena Vista,Hermosillo,Sonora,Urbano
83170,Fraccionamiento Buenaventura,Hermosillo,Sonora,Urbano
83170,Colonia Internacional,Hermosillo,Sonora,Urbano
83170,Fraccionamiento Nueva Palmira Residencial,Hermosillo,Sonora,Urbano
83170,Colonia Las Plazas,Hermosillo,Sonora,Urbano
83170,Colonia San Bernardino,Hermosillo,Sonora,Urbano
83170,Colonia Paseo Del Sahuaro,Hermosillo,Sonora,Urbano
83171,Colonia Sahuaro Indeco,Hermosillo,Sonora,Urbano
83173,Colonia La Antorcha Campesina,Hermosillo,Sonora,Urbano
83173,Fraccionamiento Las Acacias,Hermosillo,Sonora,Urbano
83174,Colonia Sonacer,Hermosillo,Sonora,Urbano
83174,Fraccionamiento San Isidro,Hermosillo,Sonora,Urbano
83174,Fraccionamiento Vista Bella,Hermosillo,Sonora,Urbano
83174,Colonia Rancho Bonito Residencial,Hermosillo,Sonora,Urbano
83174,Zona industrial Parque Industrial Labor,Hermosillo,Sonora,Urbano
83174,Zona industrial Parque Industrial Dynatech,Hermosillo,Sonora,Urbano
83174,Colonia El Llanito,Hermosillo,Sonora,Urbano
83175,Colonia Jerez Del Valle,Hermosillo,Sonora,Urbano
83175,Fraccionamiento Topacio Residencial,Hermosillo,Sonora,Urbano
83175,Fraccionamiento Murano Residencial,Hermosillo,Sonora,Urbano
83175,Zona industrial Parque Industrial Latitud,Hermosillo,Sonora,Urbano
83175,Fraccionamiento Hacienda Del Sol,Hermosillo,Sonora,Urbano
83175,Fraccionamiento Valle Dorado,Hermosillo,Sonora,Urbano
83175,Colonia Nuevo Sahuaro,Hermosillo,Sonora,Urbano
83175,Colonia Casa Bonita Residencial,Hermosillo,Sonora,Urbano
83175,Fraccionamiento Villa Mercedes,Hermosillo,Sonora,Urbano
83175,Fraccionamiento Los Arroyos,Hermosillo,Sonora,Urbano
83175,Fraccionamiento La Cholla,Hermosillo,Sonora,Urbano
83175,Fraccionamiento Río de Plata,Hermosillo,Sonora,Urbano
83175,Fraccionamiento Casa Bonita II,Hermosillo,Sonora,Urbano
83175,Fraccionamiento El Esplendor,Hermosillo,Sonora,Urbano
83175,Fraccionamiento La Cholla II Sección,Hermosillo,Sonora,Urbano
83176,Zona industrial Parque Industrial,Hermosillo,Sonora,Urbano
83177,Fraccionamiento Stanza Solare Residencial,Hermosillo,Sonora,Urbano
83177,Fraccionamiento Las Veredas,Hermosillo,Sonora,Urbano
83177,Fraccionamiento California,Hermosillo,Sonora,Urbano
83177,Fraccionamiento Salamanca Residencial,Hermosillo,Sonora,Urbano
83177,Fraccionamiento Privada Sacramento,Hermosillo,Sonora,Urbano
83177,Fraccionamiento Santa Martha,Hermosillo,Sonora,Urbano
83177,Colonia Luis Donaldo Colosio,Hermosillo,Sonora,Urbano
83177,Fraccionamiento San Bosco,Hermosillo,Sonora,Urbano
83177,Fraccionamiento San Francisco,Hermosillo,Sonora,Urbano
83177,Fraccionamiento Luis Donaldo Colosio,Hermosillo,Sonora,Urbano
83177,Fraccionamiento Puerta Real Residencial,Hermosillo,Sonora,Urbano
83177,Fraccionamiento Benei Residencial,Hermosillo,Sonora,Urbano
83177,Fraccionamiento Palma Dorada Residencial,Hermosillo,Sonora,Urbano
83177,Fraccionamiento San Juan Bosco II,Hermosillo,Sonora,Urbano
83177,Fraccionamiento Lirios,Hermosillo,Sonora,Urbano
83177,Fraccionamiento San Marcos,Hermosillo,Sonora,Urbano
83177,Fraccionamiento Villa Sauces,Hermosillo,Sonora,Urbano
83178,Colonia Camino Real,Hermosillo,Sonora,Urbano
83178,Colonia La Misión,Hermosillo,Sonora,Urbano
83178,Fraccionamiento Sahuaro,Hermosillo,Sonora,Urbano
83178,Colonia Camino Real Norte,Hermosillo,Sonora,Urbano
83178,Colonia Sahuaro Final,Hermosillo,Sonora,Urbano
83179,Colonia Unión de Ladrilleros,Hermosillo,Sonora,Urbano
83179,Fraccionamiento Buenos Aires,Hermosillo,Sonora,Urbano
83179,Fraccionamiento Dunas,Hermosillo,Sonora,Urbano
83179,Fraccionamiento Del Bosque,Hermosillo,Sonora,Urbano
83179,Fraccionamiento Floresta Villa Ceiba,Hermosillo,Sonora,Urbano
83179,Colonia Sol Aguilar,Hermosillo,Sonora,Urbano
83179,Fraccionamiento FONHAPO,Hermosillo,Sonora,Urbano
83179,Fraccionamiento Floresta Villa Fresnos,Hermosillo,Sonora,Urbano
83179,Colonia Condominio San Pablo,Hermosillo,Sonora,Urbano
83179,Colonia División del Norte,Hermosillo,Sonora,Urbano
83179,Colonia Ampliación Ladrilleras,Hermosillo,Sonora,Urbano
83179,Colonia El Mirador (Invasión),Hermosillo,Sonora,Urbano
83179,Colonia El Chaparral (Invasión),Hermosillo,Sonora,Urbano
83179,Fraccionamiento Dunas II,Hermosillo,Sonora,Urbano
83179,Fraccionamiento Floresta Villa Ciruelos,Hermosillo,Sonora,Urbano
83179,Fraccionamiento Floresta Villa Cipreces,Hermosillo,Sonora,Urbano
83179,Fraccionamiento Floresta Villa Almendras,Hermosillo,Sonora,Urbano
83179,Fraccionamiento Oasis Lantana,Hermosillo,Sonora,Urbano
